candidate sequence ID	candidate nucleotide count	errors	template ID	BLAST percent identity to template	candidate nucleotide count post-NAST
261218	1517		4336516	95.60	1335
261205	1517		309030	92.10	1372
261093	1520		157382	88.40	1448
261053	1511		628982	93.50	1369
260971	1517		309030	92.00	1372
260964	1516		2517611	91.70	1447
260924	1554		4367474	93.20	1427
260893	1554		4367474	93.10	1427
260777	1445		4336809	91.40	1341
260769	1541		509522	88.60	1401
260768	1555		4367474	93.30	1427
260750	1514		4377373	95.70	1469
260682	1545		509522	88.90	1405
260579	1523		2594571	91.60	1448
260564	1543		4455875	91.60	1468
260545	1549		661785	93.90	1499
260518	1539		4329132	88.30	1430
260457	1533		4319519	99.30	1530
260427	1543		4455875	91.50	1468
260343	1545		818108	91.30	1404
260250	1546		818108	91.30	1406
260210	1545		509522	88.80	1405
260206	1543		818108	91.40	1404
260178	1517		309030	92.10	1372
260163	1516		309030	92.00	1371
260125	1534		749805	91.90	1439
260082	1554		4367474	93.30	1427
259987	1554		4367474	93.20	1427
259942	1517		610967	93.50	1508
259857	1487		4377099	91.10	1435
259777	1380		180869	86.10	1377
259772	1538		4329132	88.30	1429
259661	1504		818108	92.20	1404
259644	1349		4304452	60.50	1346
259608	1471		337888	93.10	1450
259587	1444		19343	85.90	1439
259549	1544		818108	91.30	1404
259512	1516		4336516	95.30	1335
259505	1554		4367474	93.10	1427
259492	1542		818108	91.30	1403
259463	1516		2517611	91.70	1447
259426	1580		346007	88.50	1434
259342	1538		4329132	88.10	1429
259101	1544		818108	91.30	1404
258827	1517		309030	92.00	1372
258820	1517		309030	91.80	1372
258675	1539		818108	91.30	1404
258630	1411		202319	60.50	1408
258525	1517		309030	92.10	1372
258496	1529		833346	90.70	1379
258477	1517		4377373	95.80	1469
258456	1553		4367474	93.50	1426
258207	1546		158725	90.30	1512
258185	1517		309030	92.10	1372
258176	1537		195674	91.50	1392
258045	1512		247060	88.30	1345
257997	1489		201562	92.30	1397
257992	1544		593154	87.50	1360
257615	1545		661785	91.80	1490
257448	1562		945326	89.40	1381
256970	1489		220160	91.30	1449
256607	1516		2517611	91.50	1447
256286	1545		509522	88.80	1405
256149	1516		2517611	91.70	1447
255822	1543		4455875	91.70	1468
255231	1542		4337177	90.60	1507
255110	1525		367523	88.20	1484
254715	1526		1839271	88.50	1448
254667	1489		294399	90.90	1477
254355	1468		328931	90.30	1366
253887	1567		50206	94.50	1415
253824	1556		661785	95.80	1502
253750	1458		1125228	88.70	1456
253392	1535		4471344	95.40	1442
253024	1530		317765	90.00	1486
252888	1518		247060	88.90	1354
252382	1537		749805	90.30	1440
252324	1568		541581	90.70	1522
252075	1400		4307082	91.60	1396
251928	1545		661785	91.90	1490
251843	1533		3148447	91.10	1439
251840	1487		220160	90.70	1447
251784	1525		367523	88.20	1484
251698	1515		610967	89.50	1506
251684	1551		4406763	92.30	1506
251647	1512		159029	94.40	1418
251266	1472		1883794	91.30	1428
251227	1548		455130	92.90	1360
251168	1551		4406763	92.40	1506
250958	1537		364760	91.70	1458
250787	1521		2423264	89.20	1467
250733	1470		1883794	89.60	1426
250630	1554		661785	97.00	1500
250583	1530		317765	90.00	1486
250576	1513		108124	92.50	1415
250541	1543		4455875	91.50	1468
250503	1489		220160	91.30	1449
250349	1546		661785	92.00	1491
250283	1561		150587	90.10	1518
250153	1512		159029	94.40	1418
250045	1512		159029	94.40	1418
250004	1520		212889	92.10	1420
249990	1545		509522	88.90	1405
249867	1545		509522	88.80	1405
249377	1544		627001	89.10	1532
249195	1489		220160	91.30	1449
249170	1535		749805	91.60	1440
248862	1544		4406763	92.20	1502
248430	1542		818108	92.40	1402
248271	1516		2517611	91.50	1447
248001	1535		243172	89.90	1416
247959	1521		2423264	89.30	1467
247934	1517		250302	92.50	1358
247861	1569		661785	96.80	1515
247822	1550		4406763	89.10	1506
247676	1543		4455875	91.70	1468
247369	1554		4367474	92.90	1427
247344	1544		627001	89.00	1532
247099	1547		201683	87.40	1509
246847	1467		328931	90.20	1365
246824	1483		4377099	87.80	1437
246717	1515		4319168	91.10	1375
246712	1545		200173	89.00	1535
246627	1550		661785	97.50	1496
246477	1515		4319168	92.10	1375
246213	1553		661785	97.20	1499
245826	1517		585493	88.50	1383
245699	1554		661785	98.20	1500
245387	1545		4307887	88.30	1401
245370	1544		818108	91.40	1404
245187	1518		3494920	88.30	1367
245173	1543		4455875	91.60	1468
245121	1536		749805	90.20	1444
244991	1489		220160	91.30	1449
244957	1482		806709	95.20	1378
244710	1554		158725	90.00	1520
244434	1544		406908	90.10	1360
244416	1540		529501	90.20	1393
244402	1569		661785	96.70	1515
244326	1530		79653	89.20	1439
244105	1557		945326	89.10	1375
243403	1535		749805	91.60	1440
243295	1550		4406763	89.10	1506
243287	1514		4307082	91.50	1434
243062	1537		716416	89.10	1442
242988	1302		818401	88.00	1299
242967	1459		1125228	88.60	1457
242938	1517		250302	92.70	1358
242732	1520		2423264	89.40	1466
242701	1552		4406763	90.80	1504
242550	1553		4367474	92.60	1426
242503	1516		79318	86.30	1472
242469	1419		9131	89.20	1414
242438	1554		661785	97.40	1500
242368	1545		509522	88.80	1405
242264	1554		4432429	85.90	1416
242208	1545		661785	90.00	1490
241989	1547		159029	87.40	1453
241364	1512		1222	89.80	1420
241281	1556		661785	95.60	1502
241156	1543		818108	90.80	1403
240847	1507		735032	90.00	1435
240758	1557		222706	88.50	1412
240655	1543		4455875	91.60	1468
240510	1475		18466	89.30	1434
240392	1519		3494920	88.40	1368
239795	1542		4472725	90.20	1478
239729	1558		255056	88.50	1387
239688	1519		3494920	88.40	1368
239525	1512		159029	94.40	1418
239416	1551		661785	96.80	1497
239371	1543		201683	86.80	1505
239348	1536		201784	91.20	1535
239234	1559		945326	89.10	1376
239033	1554		661785	97.20	1500
239021	1543		4455875	91.70	1468
238798	1492		1750495	87.20	1412
238741	1505		822929	88.60	1344
238598	1552		661785	97.70	1498
238461	1530		317765	90.00	1486
238439	1489		220160	91.30	1449
238420	1512		159029	94.40	1418
238272	1535		749805	91.80	1440
238096	1553		661785	97.30	1500
238079	1547		4337177	90.40	1507
237998	1554		661785	98.10	1500
237576	1426		9131	89.20	1414
237442	1487		220160	90.70	1447
237354	1564		945326	89.60	1381
236730	1510		575997	94.10	1469
236502	1545		200173	89.00	1535
236419	1528		529501	91.40	1379
236200	1562		945326	89.50	1381
235998	1564		945326	89.40	1381
235957	1492		516285	92.00	1350
235725	1550		4406763	89.20	1506
235459	1545		509522	88.80	1405
235414	1533		3931706	88.00	1407
235029	1477		18466	88.60	1436
234650	1550		4406763	89.10	1506
234467	1493		573135	95.70	1378
234320	1535		4323733	91.30	1404
233864	1557		4457067	93.10	1401
233692	1548		1883799	89.80	1439
233395	1487		516285	89.00	1350
232609	1506		2888513	94.20	1442
232294	1580		346007	93.10	1434
231446	1535		4323733	91.30	1404
231184	1485		634455	91.20	1450
231176	1493		573135	95.50	1378
231102	1484		634455	91.40	1449
230309	1538		200173	93.00	1529
229852	1489		220160	91.30	1449
229175	1537		140806	91.20	1496
229012	1489		220160	91.30	1449
227799	1560		255056	97.70	1392
227100	1544		571320	93.50	1408
226847	1501		581599	92.00	1459
226145	1518		367523	95.30	1472
226033	1542		571320	93.30	1406
225045	1534		813266	85.70	1497
224794	1548		168397	95.80	1506
224220	1523		4323733	93.50	1392
223996	1496		29714	95.60	1453
223938	1545		4337177	92.10	1505
223278	1537		200173	92.30	1528
223200	1545		661785	92.00	1490
222847	1471		4308610	88.30	1432
222801	1545		222706	95.70	1404
222236	1471		4308610	88.30	1432
221045	1471		4308610	88.30	1432
220466	1544		571320	93.40	1408
219618	1520		212889	92.00	1420
219021	1538		571320	93.50	1409
218633	1538		200173	92.80	1529
218513	1542		1047956	92.40	1361
218364	1529		4363681	95.40	1398
218141	1545		509522	88.80	1405
216474	1548		2115593	94.30	1511
216402	1527		264412	91.90	1354
215612	1518		367523	92.80	1472
215083	1530		749805	90.10	1440
214832	1534		749805	92.00	1440
214763	1532		657046	91.80	1388
213803	1545		2115593	93.90	1508
213656	1534		749805	92.10	1440
213398	1539		571320	92.50	1408
212696	1471		140910	88.60	1428
212576	1547		200173	89.90	1537
212212	1550		2115593	94.40	1513
212195	1534		749805	92.10	1440
211938	1534		749805	92.00	1440
211138	1557		140674	90.40	1477
210623	1534		749805	92.00	1440
210009	1536		2115593	92.40	1499
208810	1471		140910	88.60	1428
208731	1464		1883794	89.80	1420
208217	1532		657046	91.80	1388
207860	1532		657046	91.90	1388
207682	1433		571373	86.30	1428
207609	1550		2115593	94.40	1513
206206	1534		749805	92.00	1440
206145	1535		749805	92.00	1440
205758	1545		158725	90.90	1511
205510	1542		4337177	90.30	1507
205487	1539		126133	96.20	1443
204398	1547		2115593	94.10	1510
204252	1525		4323733	92.00	1394
203962	1547		2115593	94.60	1510
203565	1539		4456735	90.60	1453
202618	1526		749805	92.00	1440
201803	1535		749805	92.00	1440
201088	1527		749805	92.00	1441
200840	1530		833346	90.40	1383
199635	1525		4319691	90.30	1425
198925	1495		605142	90.90	1419
198302	1545		4337177	91.90	1505
197885	1545		158725	92.90	1511
197806	1581		4373635	91.20	1449
197631	1568		292203	85.10	1424
197531	1525		4323733	92.40	1394
197217	1545		661785	91.90	1490
197037	1538		4323733	91.30	1406
197035	1546		222706	94.50	1404
196404	1545		661785	88.90	1490
196030	1546		4313979	96.80	1433
195845	1500		4154833	87.30	1359
195821	1549		1523543	95.90	1399
195083	1562		145409	89.90	1478
194752	1526		657046	91.60	1392
194543	1515		250302	92.40	1356
194409	1546		627001	88.60	1537
194205	1534		4319691	88.80	1426
194022	1573		112239	95.10	1381
193929	1542		200173	90.10	1537
193916	1490		754843	89.60	1407
193562	1500		4335623	88.90	1464
192281	1559		145409	90.20	1478
192183	1563		145409	90.10	1479
192101	1492		348433	91.70	1448
191707	1467		140910	90.30	1424
191674	1519		4319168	91.10	1379
191302	1554		4367474	93.10	1427
190558	1549		9131	87.40	1416
189350	1492		220160	91.80	1452
189314	1413		170060	88.80	1413
189192	1525		4323733	93.40	1394
188893	1527		2423264	91.50	1473
188670	1492		4154833	87.70	1360
188447	1535		749805	91.70	1440
188038	1504		4154833	87.70	1360
188012	1526		749805	92.00	1440
187901	1496		581599	92.50	1459
187733	1543		4455875	91.60	1468
187415	1548		10485	89.00	1510
187020	1544		4307887	88.60	1401
186514	1537		364760	91.70	1458
186071	1528		317765	90.00	1486
185581	1536		91523	90.10	1414
185311	1535		749805	92.00	1440
184499	1535		4323733	91.30	1404
184496	1476		827585	87.50	1402
183678	1525		4323733	92.40	1394
182534	1493		348433	91.50	1447
182392	1570		545371	87.60	1473
182084	1551		1132130	91.50	1505
181072	1568		545371	92.80	1464
179774	1517		610967	93.90	1508
179754	1562		4457067	96.40	1403
179555	1467		140910	90.30	1424
179442	1536		4319691	89.20	1430
179419	1563		4373635	89.00	1439
179317	1568		292203	85.10	1424
178989	1535		657046	91.80	1392
177281	1555		292203	93.20	1409
177086	1511		808267	86.60	1385
176827	1527		529501	90.00	1380
176530	1544		818108	90.70	1404
175923	1537		4323733	90.70	1405
175858	1487		4375477	91.50	1337
174504	1509		808267	86.60	1383
174325	1491		56503	95.10	1395
174245	1523		4462642	90.10	1490
174198	1504		4154833	87.70	1360
173855	1535		749805	98.10	1441
173819	1559		145409	90.40	1478
172489	1540		627001	90.30	1531
171319	1545		661785	89.00	1490
171289	1501		581599	93.10	1459
170933	1470		4394688	85.20	1467
170907	1545		661785	89.20	1490
170898	1543		708925	91.70	1391
4327152	1512		4456283	89.30	1403
168839	1544		818108	90.70	1404
168694	1517		309030	92.10	1372
167565	1535		749805	98.10	1441
167322	1533		4319519	99.90	1530
166987	1468		1883794	90.50	1424
166714	1545		661785	88.90	1490
166193	1517		309030	91.90	1372
165643	1535		657046	91.90	1392
165618	1459		88159	87.10	1382
164557	1529		1127128	91.70	1386
164094	1522		130408	90.40	1450
163978	1531		176559	90.40	1458
163928	1535		657046	92.00	1392
163757	1468		1883794	89.30	1424
163628	1525		4275825	86.20	1381
163085	1471		4410469	85.80	1428
162760	1544		818108	90.70	1404
162373	1535		657046	92.00	1392
161964	1485		634455	91.50	1450
161656	1568		545371	92.70	1464
161581	1535		749805	91.70	1440
161380	1536		657046	92.80	1388
161242	1487		926588	89.60	1308
161006	1466		328931	93.80	1364
160932	1525		4323733	92.40	1394
160679	1556		1143630	88.30	1503
160634	1545		509522	88.90	1405
160347	1538		200173	92.80	1529
160310	1537		1127128	90.60	1388
160193	1535		657046	91.80	1392
159756	1466		328931	93.80	1364
159719	1545		509522	88.80	1405
159676	1466		328931	93.80	1364
159436	1498		1147974	90.40	1463
159422	1563		325833	90.90	1417
159002	1554		661270	87.40	1373
158582	1486		4473186	89.90	1479
158519	1545		158725	89.50	1512
158500	1545		158725	89.50	1512
158195	1512		4456283	89.50	1403
158191	1545		158725	89.50	1512
158042	1535		749805	97.90	1441
157801	1486		4473186	89.70	1479
157716	1555		575794	87.20	1409
157099	1545		158725	89.50	1512
157086	1541		140806	92.90	1500
156939	1540		140938	89.30	1499
156880	1508		152987	98.60	1392
156873	1539		4319691	89.70	1431
156851	1524		657046	91.90	1390
156825	1547		661785	89.40	1492
156737	1521		2423264	89.70	1469
156719	1544		818108	90.60	1404
156705	1491		56503	96.60	1395
156688	1587		1109948	86.70	1550
156646	1547		749805	90.60	1448
156644	1524		657046	91.90	1390
156613	1519		2423264	89.70	1469
156594	1491		56503	95.10	1395
156494	1488		220160	88.90	1451
156459	1539		839212	89.40	1503
156390	1530		170060	86.20	1450
156385	1542		2440221	90.00	1505
156093	1552		4406763	89.10	1508
155947	1531		170060	86.20	1451
155836	1540		2440221	90.00	1503
155790	1467		1883794	89.50	1423
155628	1491		56503	94.80	1395
155301	1547		72076	84.90	1407
155255	1538		716416	89.40	1443
154921	1547		4406763	93.20	1504
154782	1534		91523	91.40	1414
154768	1522		367523	88.70	1476
154574	1475		822929	87.50	1332
154282	1522		367523	88.70	1476
154235	1529		368639	90.20	1458
154205	1532		170060	86.30	1452
154196	1517		250302	92.70	1358
154130	1467		1883794	89.50	1423
153653	1470		1883794	88.90	1426
153596	1491		56503	95.10	1395
153551	1487		220160	88.40	1450
153370	1494		566061	93.20	1489
153264	1535		4319691	90.50	1433
153191	1540		2440221	90.00	1503
153125	1535		200173	89.40	1526
153057	1550		4406763	89.00	1506
152746	1547		516809	91.30	1405
152737	1530		170060	86.30	1452
152682	1538		4406763	92.30	1498
152628	1530		317765	90.00	1486
152460	1561		325833	92.80	1415
152417	1370		202080	90.40	1370
152399	1484		634455	91.30	1449
152369	1483		157130	90.10	1303
152259	1486		634455	90.80	1451
152179	1536		200173	89.30	1526
151970	1547		4406763	93.40	1504
151524	1510		152987	92.20	1394
151248	1488		220160	88.90	1451
150788	1496		29714	95.70	1453
150530	1550		4406763	89.10	1506
150527	1550		4406763	89.10	1506
150526	1544		571320	93.30	1408
150517	1544		818108	91.30	1404
150512	1539		200173	91.10	1531
150509	1463		9131	90.60	1430
149988	1514		247060	88.20	1347
149919	1535		749805	92.00	1440
149575	1464		1883794	90.50	1420
149574	1538		749805	95.80	1441
149535	1472		822929	86.00	1333
149505	1470		88159	86.90	1384
149068	1464		1883794	90.60	1420
149062	1523		2423264	88.50	1469
149056	1517		250302	92.60	1358
149050	1525		837712	92.90	1432
148517	1561		150587	90.10	1518
148201	1528		367523	89.10	1487
147169	1554		4307082	94.50	1434
146862	1533		200605	89.20	1527
146634	1485		220160	90.70	1445
146617	1544		661785	89.70	1489
146437	1517		250302	92.70	1358
146037	1470		1883794	89.80	1426
145904	1515		250302	92.50	1356
145698	1483		625141	89.20	1446
145419	1523		2423264	88.50	1469
145355	1566		37165	97.10	1404
145286	1523		2423264	88.50	1469
145150	1470		1883794	91.70	1426
145029	1544		818108	90.90	1404
145022	1485		201801	89.50	1432
144864	1520		4469057	91.30	1483
144643	1546		158725	89.90	1512
144622	1578		112239	89.50	1380
144444	1541		10485	87.10	1503
143806	1499		581599	91.20	1457
143100	1503		581599	89.60	1460
142996	1491		822929	88.40	1329
142641	1572		82633	92.10	1495
142596	1572		178547	85.80	1494
142595	1558		150619	92.60	1517
142421	1483		228671	93.10	1449
142004	1551		1132130	87.00	1504
141903	1537		4304452	90.70	1527
141871	1544		818108	90.40	1404
141718	1489		220160	91.30	1449
141287	1527		15791	92.60	1469
141241	1549		4406763	89.20	1505
141205	1535		657046	91.80	1392
141204	1558		249911	94.80	1422
141034	1535		657046	91.80	1392
141021	1502		581599	90.90	1459
140750	1533		43095	92.20	1443
140564	1545		627001	89.40	1536
140483	1538		200173	93.10	1529
140424	1550		158725	88.70	1516
140390	1548		72076	84.90	1408
140272	1549		158725	88.80	1515
140245	1535		749805	92.00	1440
140220	1546		158725	88.90	1512
140070	1545		158725	88.90	1511
140005	1535		749805	92.10	1440
139853	1491		754843	89.90	1408
139852	1546		158725	89.10	1512
139760	1550		158725	88.80	1516
139547	1546		158725	88.90	1512
139426	1544		818108	91.40	1404
139343	1544		818108	90.50	1404
139331	1544		818108	91.40	1404
139293	1544		818108	91.10	1404
139105	1544		818108	90.70	1404
139039	1554		4367474	92.90	1427
139026	1510		152987	91.60	1394
138950	1538		749805	89.40	1442
138868	1491		56503	97.60	1395
138783	1544		818108	90.90	1404
138689	1551		274948	89.20	1444
138686	1550		4406763	89.10	1506
138523	1550		4406763	89.10	1506
138522	1545		158725	89.50	1512
138521	1535		749805	97.00	1443
138503	1570		4443068	87.60	1416
138378	1545		708925	91.90	1391
138119	1535		79153	85.20	1523
137958	1545		4419449	94.30	1446
137936	1540		200173	91.90	1531
137824	1535		79153	85.10	1523
137663	1545		158725	89.50	1512
137555	1537		4323733	90.70	1405
137538	1506		79153	85.80	1498
137527	1563		4313979	88.80	1444
137516	1488		754843	89.10	1405
134663	1540		200173	91.90	1531
134289	1563		4313979	88.80	1444
133030	1547		516809	91.40	1405
132880	1550		4406763	89.10	1506
132290	1510		152987	92.20	1394
131988	1542		577599	91.70	1464
131285	1558		945326	88.80	1382
131016	1549		274948	88.80	1442
129310	1543		818108	90.80	1403
129307	1539		4452487	89.40	1468
129299	1554		4367474	93.10	1427
129289	1539		749805	89.80	1447
129288	1562		968354	92.50	1384
129270	1520		610967	90.10	1511
129238	1488		754843	90.00	1408
129236	1570		545371	87.70	1473
129227	1545		223370	88.50	1364
129225	1533		572010	89.20	1490
129218	1543		571320	93.30	1409
129201	1524		4363681	94.10	1398
129191	1489		201562	92.30	1397
129174	1543		2707164	89.80	1543
129163	1548		72076	84.80	1408
129158	1544		4307887	88.40	1401
129151	1523		4455886	94.20	1352
129136	1545		223370	88.40	1364
129129	1545		223370	88.20	1364
129124	1537		364760	91.60	1458
129123	1522		234011	88.20	1421
129121	1526		749805	92.00	1440
129118	1543		4455875	91.60	1468
129115	1554		4367474	93.10	1427
129114	1526		15791	92.50	1468
129112	1545		158725	89.50	1512
129103	1537		749805	95.70	1441
129089	1529		15791	96.60	1471
129086	1529		4363681	95.30	1400
129070	1545		158725	89.50	1512
129063	1489		220160	91.30	1449
129061	1545		158725	92.70	1511
129059	1545		4419449	94.10	1446
129053	1543		4455875	91.60	1468
129050	1547		274948	90.30	1442
129049	1529		1031733	94.10	1343
129044	1544		818108	91.30	1404
129029	1493		220160	91.90	1453
129027	1550		4406763	90.60	1502
129026	1467		328931	90.80	1365
129021	1536		4393926	90.20	1310
129011	1543		818108	91.70	1403
129007	1546		4313979	97.00	1433
128998	1491		822929	88.40	1329
128968	1554		661785	98.20	1500
128961	1560		541581	90.20	1522
128952	1529		2150069	90.10	1436
128947	1541		368586	89.30	1465
128908	1545		4419449	94.00	1446
128907	1568		4406763	90.30	1519
128897	1553		4367474	93.30	1426
128884	1544		818108	92.10	1404
128862	1545		509522	87.60	1407
128860	1548		72076	85.40	1408
128855	1549		4406763	89.00	1505
128845	1548		10485	89.10	1510
128827	1560		4313979	88.90	1444
128822	1549		1523543	96.60	1399
128812	1553		818108	90.10	1413
128809	1544		4307887	88.40	1401
128807	1522		130408	90.20	1450
128801	1504		815790	87.70	1422
128795	1544		4307887	88.30	1401
128794	1542		818108	92.30	1404
128790	1488		352389	93.40	1441
128787	1521		4377373	95.70	1473
128785	1545		158725	89.50	1512
128782	1545		158725	89.50	1512
128769	1554		4367474	93.00	1427
128730	1546		158725	88.90	1512
128726	1545		158725	92.70	1511
128717	1486		516285	90.50	1345
128714	1546		158725	89.00	1512
128706	1489		201562	92.90	1397
128705	1547		516809	91.40	1405
128691	1526		749805	92.00	1440
128687	1546		853083	89.60	1466
128682	1518		4336516	92.10	1334
128676	1485		228671	91.50	1449
128675	1478		634455	91.60	1447
128668	1537		126133	95.00	1444
128667	1547		516809	91.40	1405
128665	1517		250302	92.80	1358
128657	1557		4391715	88.90	1410
128656	1546		661785	91.20	1491
128637	1582		4379251	87.90	1368
128634	1517		250302	92.50	1358
128628	1489		201562	92.30	1397
128616	1545		158725	89.60	1512
128604	1505		760505	86.40	1424
128600	1536		661785	95.10	1486
128593	1554		4367474	93.00	1427
128563	1546		4313979	97.10	1433
128561	1489		220160	91.30	1449
128546	1546		4459468	89.30	1537
128531	1553		4367474	93.30	1426
128526	1489		220160	92.30	1449
128514	1555		202319	89.90	1538
128507	1547		516809	91.30	1405
128502	1554		4367474	93.00	1427
128497	1492		220160	91.60	1452
128474	1508		808267	86.50	1382
128470	1544		571320	93.30	1408
128465	1546		4313979	97.10	1433
128454	1487		625141	87.80	1449
128433	1544		818108	91.30	1404
128429	1535		627001	89.20	1527
128423	1489		220160	91.30	1449
128421	1522		234011	88.10	1421
115056	1489		220160	91.30	1449
114941	1537		580377	92.80	1364
112346	1549		67842	84.60	1365
112096	1555		661785	94.00	1500
111436	1522		4455886	94.90	1351
110770	1517		250302	92.80	1358
110636	1517		250302	92.80	1358
109890	1496		29714	96.70	1453
109732	1517		250302	92.80	1358
108810	1548		4323733	90.30	1417
108728	1520		15850	90.70	1462
108713	1527		368639	90.20	1457
108671	1520		819173	87.20	1438
108447	1507		6047	87.90	1376
108295	1533		4319519	99.00	1530
108035	1333		170060	87.80	1333
105626	1522		4455886	94.80	1351
103712	1522		4455886	94.80	1351
103289	1546		4313979	97.10	1433
103186	1535		79153	85.20	1523
101322	1546		4313979	97.10	1433
98036	1539		661785	95.40	1489
97840	1489		822929	87.20	1327
92037	1483		228671	92.60	1449
91372	1587		575794	88.40	1432
88136	1485		228671	91.90	1449
83486	1547		72076	85.40	1407
83477	1537		627001	89.00	1532
82255	1554		661785	98.20	1500
79992	1525		529501	87.20	1378
79454	1561		1132130	91.50	1514
76821	1516		15850	87.10	1458
64683	1533		4319519	99.20	1530
64248	1552		1132130	91.60	1505
58033	1489		220160	91.30	1449
55947	1492		822929	88.30	1330
54279	1535		4323733	91.30	1404
50403	1537		749805	95.70	1441
49993	1549		67842	84.50	1365
49947	1529		4409929	95.60	1469
49474	1556		255056	97.90	1390
48125	1501		2888513	91.30	1437
47707	1550		1132130	91.10	1501
44325	1489		220160	91.30	1449
42375	1535		4323733	91.30	1404
822270	1524		4363681	92.60	1399
1523274	1556		4406763	89.10	1506
1524916	1520		1118571	87.70	1389
1540667	1544		818108	91.30	1404
1556217	1467		4302012	86.60	1330
1563515	1499		566061	93.20	1489
1578654	1559		4411852	89.80	1521
1580218	1526		1105862	95.70	1483
680562	1555		72076	84.90	1408
1611605	1548		168397	93.50	1505
1632697	1491		754843	89.30	1406
1634660	1516		276120	87.90	1432
1647599	1547		516809	93.80	1403
1655485	1553		158725	88.80	1512
1675012	1541		200173	93.10	1529
1676804	1560		4457067	93.30	1403
1680183	1533		2088685	89.70	1428
1680485	1561		593154	87.50	1369
1690562	1532		352871	86.50	1471
1696180	1522		79153	87.70	1510
1708611	1522		919014	91.80	1340
1729080	1562		4391715	89.20	1410
1742294	1549		202319	91.30	1532
1744100	1544		818108	90.60	1404
1744589	1489		220160	91.30	1449
1754342	1514		4390479	94.70	1458
1767081	1528		327512	89.80	1431
1772684	1485		201562	92.90	1393
1780415	1510		247060	88.50	1343
1785685	1547		661785	89.00	1492
1793826	1547		4337177	90.50	1507
1800506	1564		327104	86.60	1421
1803423	1549		168397	93.30	1506
1804159	1545		509522	88.90	1405
1812772	1522		130408	90.70	1450
1826982	1544		818108	91.20	1404
1832008	1539		126133	96.20	1443
1842075	1553		257626	95.00	1510
1856194	1516		2517611	91.70	1447
1877257	1544		818108	90.80	1404
1909922	1491		200681	92.00	1354
1911677	1562		4443068	86.20	1408
1916188	1525		529501	89.60	1379
1921980	1509		3593364	86.90	1351
1930325	1544		818108	91.30	1404
1942268	1540		534439	86.40	1394
829874	1517		250302	92.80	1358
1962306	1537		749805	91.50	1442
1964521	1555		72076	84.90	1408
1964627	1552		4413256	96.70	1409
1965461	1508		645717	86.90	1362
1972977	1556		4406763	89.10	1506
817028	1540		4319519	99.20	1530
1980062	1471		238585	88.00	1321
1986992	1557		4307082	95.50	1436
1997550	1520		617715	85.60	1388
798151	1553		2707164	99.80	1547
2028276	1501		2888513	90.60	1437
2048892	1532		4363681	92.40	1401
4438603	1561		158725	87.70	1520
2053803	1519		3849894	95.90	1432
2060924	1571		4373635	88.70	1439
2066374	1534		158624	88.00	1453
2081098	1562		158266	88.80	1435
2091640	1535		657046	91.60	1392
2092399	1490		583617	93.80	1366
2094641	1535		657046	91.70	1392
2095944	1556		1215	89.60	1495
765906	1537		4329132	92.50	1428
2103949	1542		207114	88.50	1428
2108713	1542		904322	87.70	1351
2117818	1489		4377099	88.40	1437
2118299	1530		3843950	95.00	1513
2122727	1545		4307887	88.30	1401
2123044	1544		571320	93.50	1408
2124151	1527		15791	92.50	1469
2131613	1508		142489	91.80	1358
2134611	1540		749805	95.70	1441
2137505	1524		4323733	93.50	1392
2138712	1516		2517611	91.90	1447
2143602	1544		818108	92.60	1404
2156406	1530		367523	87.80	1484
2158722	1542		770082	95.30	1471
2158755	1517		79153	85.10	1505
2166055	1535		851822	92.80	1430
2167243	1542		571320	93.50	1408
2175894	1540		200173	90.20	1528
798581	1315		157382	45.70	1315
2185462	1542		818108	90.70	1402
2199910	1526		837712	91.90	1433
2201412	1556		4406763	90.70	1506
2205933	1537		576010	92.40	1445
2210393	1471		140910	88.60	1428
2223575	1538		749805	91.40	1441
2224305	1544		571320	93.30	1408
2238139	1519		106431	93.90	1430
763780	1553		158725	90.20	1512
2246754	1516		2517611	91.70	1447
2248438	1550		4455875	91.60	1468
2254758	1493		690782	90.10	1420
2261538	1526		1105862	95.70	1483
2264221	1535		749805	92.00	1440
2266188	1545		818108	90.90	1405
2272651	1501		2888513	91.50	1437
2278661	1558		4472928	87.30	1515
2283711	1490		516285	92.90	1349
2288451	1543		818108	90.90	1403
2288536	1687		247727	88.70	1605
2296518	1551		2538454	99.20	1540
755255	1537		4329132	92.50	1428
2334620	1485		228671	93.20	1449
2338591	1544		33696	90.20	1483
2345736	1554		4313979	97.00	1433
2346025	1553		158725	90.30	1512
2357633	1540		4319519	99.20	1530
2370790	1507		4354577	95.10	1412
2398623	1515		2214214	88.60	1502
2417119	1568		541581	90.70	1522
2417152	1542		661785	90.10	1487
2428671	1508		2012005	87.10	1370
663604	1544		818108	90.60	1404
2436670	1501		2888513	91.30	1437
2436699	1530		4141532	93.10	1420
2439887	1530		627001	88.90	1520
2451488	1490		516285	92.90	1349
2455890	1574		112239	95.10	1381
2456573	1546		223370	88.50	1364
4305481	1571		4373635	88.70	1439
2469997	1561		836371	90.50	1420
2472702	1488		352389	93.50	1441
2472796	1553		158725	90.20	1512
2472963	1533		4462642	90.10	1490
2474302	1531		33696	89.60	1470
2479836	1507		2012005	87.10	1369
2483597	1501		1112186	86.20	1484
2500552	1533		529501	90.80	1386
2503593	1508		159029	90.60	1416
